3;USA;Arkansas;Faulkner;Enola Township;;W92.212285;N35.2186727;12;
3;USA;Arkansas;Faulkner;Hardin Township;;W92.3541636;N35.2294542;12;
3;USA;Arkansas;Faulkner;Harve Township;;W92.2788037;N35.1593342;12;
3;USA;Arkansas;Faulkner;Matthews Township;;W92.2705392;N35.2435003;12;
3;USA;Arkansas;Faulkner;Mount Vernon Township;;W92.1450077;N35.2392379;12;
3;USA;Arkansas;Faulkner;Mountain Township;;W92.1480328;N35.3185648;12;
3;USA;Arkansas;Faulkner;Newton Township;;W92.1987354;N35.140536;12;
3;USA;Arkansas;Faulkner;Palarm Township;;W92.2795455;N35.0464358;12;
3;USA;Arkansas;Faulkner;Pine Mountain Township;;W92.4447041;N35.0167599;12;
3;USA;Arkansas;Faulkner;Union Township;;W92.4519567;N35.2600969;12;
3;USA;Arkansas;Faulkner;Walker Township;;W92.429105;N35.3350691;12;
3;USA;Arkansas;Faulkner;Wilson Township;;W92.2726724;N34.9718439;12;
3;USA;Arkansas;Franklin;Alix Township;;W93.7264325;N35.424326;12;
3;USA;Arkansas;Franklin;Barham Township;;W93.888465;N35.3978072;12;
3;USA;Arkansas;Franklin;Black Oak Township;;W94.0141857;N35.6227387;12;
3;USA;Arkansas;Franklin;Boston Township;;W93.8497039;N35.6761372;12;
3;USA;Arkansas;Franklin;Cobb Township;;W93.7281;N35.7387469;12;
3;USA;Arkansas;Franklin;Cravens Township;;W93.9019971;N35.5476073;12;
3;USA;Arkansas;Franklin;Donald Township;;W93.9428951;N35.3090405;12;
3;USA;Arkansas;Franklin;Grover Township;;W93.9448242;N35.4311144;12;
3;USA;Arkansas;Franklin;Hogan Township;;W93.7690007;N35.4264253;12;
3;USA;Arkansas;Franklin;Hurricane Township;;W93.9593231;N35.3660276;12;
3;USA;Arkansas;Franklin;Ivy Township;;W94.0011371;N35.4901442;12;
3;USA;Arkansas;Franklin;Limestone Township;;W93.7169948;N35.6749287;12;
3;USA;Arkansas;Franklin;McIlroy Township;;W93.7727402;N35.6762413;12;
3;USA;Arkansas;Franklin;Middle Township;;W93.8423517;N35.4360361;12;
3;USA;Arkansas;Franklin;Mill Creek Township;;W94.0274849;N35.4267213;12;
3;USA;Arkansas;Franklin;Miller Township;;W94.0600737;N35.6094907;12;
3;USA;Arkansas;Franklin;Morgan Township;;W93.8458158;N35.744816;12;
3;USA;Arkansas;Franklin;Mountain Township;;W93.7415037;N35.6031172;12;
3;USA;Arkansas;Franklin;Mulberry Township;;W93.981497;N35.542619;12;
3;USA;Arkansas;Franklin;Prairie Township;;W94.0287666;N35.2771878;12;
3;USA;Arkansas;Franklin;Shores Township;;W93.9520516;N35.6760918;12;
3;USA;Arkansas;Franklin;Six Mile Township;;W93.9460312;N35.2517184;12;
3;USA;Arkansas;Franklin;Walker Township;;W93.8966938;N35.6161641;12;
3;USA;Arkansas;Franklin;Wallace Township;;W93.9184696;N35.4856721;12;
